emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,application_type,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
2.0,1,52000.0,2,24.39,90000.0,1,21.42,0,25.0,2004,4,23,9,86360,47451,0,0,34.0,0,8003,4,3,2.0,9,0.0,0,1,24500,11,5,1,1,100.0,0,0,0,17450,60,13.58,402.25,2,0,0,0,0,16828.69,1219.92,621.31,598.61,0.0
10.0,0,147000.0,2,5.16,90000.0,1,21.42,0,56.0,2005,6,11,8,386381,23551,0,0,34.0,0,0,1,6,1.0,8,0.0,0,5,20500,6,6,6,1,81.8,0,0,0,30000,60,16.01,729.71,2,0,0,0,0,29336.68,1432.74,663.32,769.42,0.0
10.0,2,140000.0,0,28.53,90000.0,1,21.42,0,25.0,1983,1,40,14,454500,177350,0,0,34.0,0,0,1,5,6.0,14,0.0,0,7,77500,23,12,11,3,100.0,0,0,0,15000,36,22.91,579.95,4,1,0,1,0,13791.64,2281.62,1208.36,1073.26,0.0
5.0,1,50000.0,1,20.74,90000.0,1,21.42,0,25.0,2002,8,39,28,128476,16061,0,0,34.0,0,0,1,7,1.0,28,0.0,0,9,60000,32,27,14,1,100.0,0,0,0,20000,36,7.97,626.46,0,2,0,0,0,17499.09,3110.16,2500.91,609.25,0.0
5.930306000217794,1,55000.0,1,12.22,90000.0,1,21.42,4,19.0,2000,3,22,16,26500,10994,0,1,19.0,0,0,0,4,2.0,16,0.0,0,4,7600,22,16,13,0,85.7,0,1,0,15000,60,18.06,381.4,3,2,0,0,0,14197.97,1891.95,802.03,1089.92,0.0
3.0,0,190000.0,1,15.84,90000.0,1,21.42,0,25.0,2000,0,15,10,619105,84019,0,0,34.0,0,0,2,5,18.0,10,0.0,0,3,62000,9,6,5,2,100.0,0,0,0,12000,36,6.08,365.5,0,2,0,0,0,10771.9,1474.16,1228.1,246.06,0.0
10.0,1,126000.0,2,3.82,90000.0,1,21.42,0,25.0,2003,0,9,3,49529,7020,0,0,34.0,0,0,1,0,1.0,3,0.0,0,1,27200,5,2,1,0,100.0,0,0,0,16500,36,5.32,496.9,0,1,0,0,0,14793.69,1982.72,1706.31,276.41,0.0
10.0,0,95000.0,1,15.48,90000.0,1,21.42,0,25.0,2010,2,18,13,277964,47779,0,1,34.0,0,0,3,9,7.0,13,0.0,0,6,39100,10,9,7,1,100.0,0,1,0,19200,36,5.32,578.21,0,1,0,0,1,17214.48,2307.17,1985.52,321.65,0.0
10.0,0,80000.0,2,14.16,90000.0,1,21.42,0,25.0,2009,2,19,11,285387,22788,0,0,34.0,0,0,2,3,1.0,11,0.0,0,6,32500,11,8,6,2,100.0,0,0,0,7050,36,9.93,227.26,1,2,0,0,0,6191.3,1132.41,858.7,273.71,0.0
10.0,0,23000.0,0,49.58,98000.0,0,19.87,0,59.0,1994,2,31,11,44927,29553,0,1,59.0,0,0,1,3,0.0,10,0.0,0,7,14700,17,10,7,2,96.0,0,1,1,15000,60,20.0,397.41,3,1,0,0,0,14395.45,1572.97,604.55,968.42,0.0
10.0,2,66000.0,1,13.27,169000.0,1,16.56,0,50.0,1990,0,11,7,65475,60327,0,0,34.0,0,0,1,2,17.0,7,0.0,0,3,20800,9,6,5,1,81.8,0,0,1,11200,36,15.05,388.53,2,1,0,0,0,10188.92,1535.39,1011.08,524.31,0.0
5.0,1,60000.0,2,16.72,90000.0,1,21.42,0,25.0,2012,13,11,11,242220,30552,0,0,34.0,0,0,2,7,4.0,11,0.0,0,6,15600,8,8,7,1,100.0,0,0,0,8000,36,7.96,250.55,0,0,0,0,0,7403.61,744.57,596.39,148.18,0.0
0.0,0,101000.0,2,18.5,90000.0,1,21.42,1,5.0,2005,2,41,15,343573,39168,0,0,5.0,0,0,4,8,11.0,15,0.0,0,4,20000,26,10,5,2,95.1,0,0,0,20000,60,26.77,607.97,4,0,0,0,0,19503.68,1764.42,496.32,1268.1,0.0
4.0,0,113000.0,1,15.28,90000.0,1,21.42,0,25.0,2002,6,29,21,795794,78028,0,1,34.0,0,0,9,7,0.0,21,0.0,0,4,16600,13,10,7,3,100.0,0,1,0,10800,60,9.44,226.51,1,2,0,0,0,10081.03,1126.89,718.97,407.92,0.0
10.0,0,61000.0,1,19.05,90000.0,1,21.42,0,58.0,1998,9,41,11,141543,42210,0,0,58.0,0,15599,2,3,2.0,11,0.0,0,1,3000,27,8,4,3,87.8,0,0,0,7200,36,13.59,244.65,2,1,0,0,0,6536.39,1003.07,663.61,339.46,0.0
1.0,1,28000.0,2,26.96,90000.0,1,21.42,0,25.0,2011,0,11,10,28300,13329,0,0,34.0,0,0,1,0,19.0,10,0.0,0,5,7900,10,9,8,0,100.0,0,0,0,12000,36,15.04,416.22,2,0,0,1,0,11192.5,1228.61,807.5,421.11,0.0
2.0,0,75000.0,1,21.63,90000.0,1,21.42,0,25.0,2004,2,27,17,213035,79897,0,0,34.0,0,0,2,7,5.0,17,0.0,0,4,46900,19,14,7,3,100.0,0,0,0,20000,36,5.31,602.21,0,0,0,0,1,18452.04,1800.73,1547.96,252.77,0.0
2.0,0,44000.0,0,24.77,90000.0,1,21.42,0,25.0,2011,8,16,9,56476,40706,0,0,34.0,0,167,3,7,3.0,9,0.0,0,2,9500,8,6,5,0,100.0,0,0,0,7200,36,14.08,246.36,2,1,1,0,0,0.0,7518.180418,7200.0,318.18,0.0
2.0,1,60000.0,2,18.36,90000.0,1,21.42,0,25.0,2011,2,15,5,36564,20307,0,0,34.0,0,110,2,2,10.0,5,0.0,0,1,600,2,2,2,0,100.0,0,0,0,6000,36,13.59,203.88,2,2,0,1,0,5304.78,1014.87,695.22,319.65,0.0
10.0,1,47000.0,1,18.92,90000.0,1,21.42,0,25.0,2004,0,22,8,24823,11443,0,0,34.0,0,0,3,5,17.0,8,0.0,0,3,8300,7,5,3,0,100.0,0,0,0,5000,36,7.97,156.62,0,1,0,0,0,4501.41,622.05,498.59,123.46,0.0
2.0,1,58000.0,2,14.66,90000.0,1,21.42,0,25.0,2014,2,15,9,101890,43411,0,0,34.0,0,0,3,7,4.0,9,0.0,0,1,36600,7,6,3,0,100.0,0,0,0,16000,60,9.93,339.41,1,2,0,0,0,14947.68,1688.22,1052.32,635.9,0.0
10.0,0,55000.0,2,29.58,90000.0,1,21.42,0,62.0,1996,0,30,14,245213,27408,0,0,62.0,0,0,5,3,17.0,14,0.0,0,3,22300,14,7,6,4,93.3,0,0,0,15600,36,6.08,475.15,0,2,0,0,0,13599.28,2370.48,2000.72,369.76,0.0
5.930306000217794,1,31812.0,1,37.83,90000.0,1,21.42,0,25.0,2000,0,16,8,58700,38487,0,0,34.0,0,0,0,1,1.0,8,0.0,0,6,48400,15,7,6,0,100.0,0,0,0,10000,60,21.85,275.34,3,1,0,0,0,9715.1,838.16,284.9,553.26,0.0
5.0,1,95000.0,2,13.49,90000.0,1,21.42,1,14.0,1999,2,18,9,66559,47029,0,0,58.0,0,826,1,8,6.0,9,0.0,0,1,2100,13,7,6,0,83.3,0,0,0,10000,36,10.42,324.65,1,1,0,0,0,9036.27,1287.02,963.73,323.29,0.0
0.0,0,65000.0,2,29.36,90000.0,1,21.42,7,15.0,2000,0,14,12,86480,66933,0,0,34.0,0,0,9,0,1.0,12,0.0,0,3,34900,4,3,3,0,50.0,0,0,0,30000,36,17.47,1076.62,3,0,0,0,0,28052.31,3200.74,1947.69,1253.05,0.0
4.0,1,250000.0,2,1.12,90000.0,1,21.42,0,75.0,2000,0,12,9,27800,5459,0,0,34.0,0,0,0,3,19.0,9,0.0,0,5,20200,10,8,6,0,100.0,0,0,0,30000,36,10.9,980.75,1,0,0,0,0,28577.07,1925.17,1422.93,502.24,0.0
10.0,0,55200.0,1,18.67,90000.0,1,21.42,0,25.0,2000,0,25,12,206967,57403,0,0,34.0,0,0,7,4,1.0,12,0.0,0,3,26400,9,4,3,5,100.0,0,0,0,16000,36,6.08,487.34,0,2,0,0,0,13947.94,2425.89,2052.06,373.83,0.0
10.0,1,42000.0,1,25.23,90000.0,1,21.42,1,22.0,1999,1,23,9,55732,29882,0,0,22.0,0,0,2,5,6.0,9,0.0,0,1,11500,15,7,2,0,95.7,0,0,0,20000,36,12.61,670.13,2,0,0,0,0,18605.56,1982.37,1394.44,587.93,0.0
5.930306000217794,0,30784.0,0,27.56,66292.0,0,38.41,0,47.0,1990,2,20,7,130301,9913,0,0,47.0,0,0,1,5,5.0,7,0.0,0,3,14300,8,4,4,2,85.0,0,0,1,6275,36,23.87,245.76,4,1,0,1,0,5776.61,966.4,498.39,468.01,0.0
4.0,2,60000.0,0,26.88,90000.0,1,21.42,0,25.0,2010,2,55,23,350266,76834,1,0,34.0,0,193,3,10,9.0,23,0.0,0,5,30600,22,19,6,2,100.0,0,0,0,15000,36,18.06,542.74,3,1,0,0,0,13703.13,2246.21,1296.87,949.34,0.0
10.0,0,120000.0,2,21.45,90000.0,1,21.42,0,25.0,1999,0,34,10,179741,165182,0,0,34.0,0,0,2,8,14.0,10,0.0,0,3,28500,20,8,6,6,100.0,0,0,0,16000,60,13.59,368.9,2,2,0,0,0,15040.0,1832.42,960.0,872.42,0.0
4.0,0,63000.0,2,15.3,90000.0,1,21.42,0,78.0,2002,3,22,11,33048,20366,0,1,34.0,0,0,2,9,8.0,11,0.0,0,2,2300,14,9,8,0,100.0,0,1,0,10000,36,16.02,351.67,2,1,2,0,0,9336.71,1032.76,663.29,369.47,0.0
10.0,0,155000.0,0,16.13,90000.0,1,21.42,0,25.0,2005,2,33,12,294645,96202,0,0,34.0,0,0,6,11,6.0,12,0.0,0,1,24500,13,4,2,2,100.0,0,0,0,25000,36,9.93,805.86,1,1,0,0,0,22574.16,3209.65,2425.84,783.81,0.0
1.0,1,40000.0,2,2.91,90000.0,1,21.42,0,25.0,2014,2,6,4,15800,2523,0,0,34.0,0,0,0,4,7.0,4,0.0,0,2,13800,6,4,3,0,100.0,0,0,0,12000,36,9.92,386.76,1,0,0,0,0,11130.17,1153.67,869.83,283.84,0.0
3.0,1,42500.0,1,18.55,90000.0,1,21.42,0,25.0,2010,1,7,6,41886,27474,0,0,34.0,0,0,3,1,5.0,6,0.0,0,2,5800,3,3,3,0,100.0,0,0,0,6000,36,7.35,186.23,0,2,0,0,0,5243.39,928.7,756.61,172.09,0.0
10.0,2,230000.0,2,9.19,90000.0,1,21.42,0,38.0,1998,2,20,8,441037,53298,0,0,38.0,0,0,2,6,3.0,8,0.0,0,3,38500,12,4,3,3,72.2,0,0,0,12000,36,10.91,392.36,1,1,0,0,0,10851.41,1562.17,1148.59,413.58,0.0
4.0,0,75000.0,2,8.46,90000.0,1,21.42,0,25.0,2008,1,24,18,293947,164954,0,0,34.0,0,0,15,4,8.0,18,0.0,0,2,12300,2,2,2,1,100.0,0,0,0,10000,60,13.59,230.57,2,1,0,0,0,9522.69,903.4,477.31,426.09,0.0
0.0,0,24000.0,2,9.8,90000.0,2,23.11,0,25.0,2000,0,7,6,15100,5929,0,1,34.0,0,0,0,3,15.0,6,0.0,0,3,11000,7,6,4,0,100.0,0,1,1,20000,36,14.07,684.24,2,0,0,0,0,18634.9,2037.09,1365.1,671.99,0.0
1.0,1,110000.0,1,11.62,90000.0,1,21.42,3,19.0,2006,6,15,6,50939,19887,0,0,23.0,0,0,2,1,4.0,6,0.0,0,3,12700,8,4,3,2,90.9,0,0,0,8500,36,7.34,263.78,0,0,0,0,1,7860.74,787.87,639.26,148.61,0.0
10.0,2,172000.0,0,24.31,90000.0,1,21.42,0,25.0,2003,1,32,17,764559,110739,0,0,34.0,0,0,4,7,4.0,17,0.0,0,6,45200,12,11,8,4,100.0,0,0,0,36000,60,15.05,857.39,2,1,0,0,0,34345.64,3399.46,1654.36,1745.1,0.0
10.0,1,145000.0,0,14.66,155000.0,2,14.98,0,38.0,2003,0,29,11,206996,61746,0,0,47.0,0,0,3,4,23.0,11,0.0,0,4,11000,10,5,4,3,72.4,0,0,1,40000,36,6.72,1229.97,0,1,0,0,0,35942.19,4890.01,4057.81,832.2,0.0
4.0,0,85000.0,2,22.73,90000.0,1,21.42,0,25.0,1989,1,16,9,428429,69424,0,0,34.0,0,0,4,7,2.0,9,0.0,0,3,37800,5,4,3,3,100.0,0,0,0,9000,36,16.01,316.46,2,0,0,0,0,8402.95,941.38,597.05,344.33,0.0
10.0,1,42000.0,1,9.91,90000.0,1,21.42,0,35.0,1996,0,21,10,50600,11048,0,0,34.0,0,0,0,2,1.0,10,0.0,0,5,46500,18,10,7,0,95.2,0,0,0,7200,36,7.34,223.44,0,0,0,0,0,6840.1,443.94,359.9,84.04,0.0
3.0,1,36000.0,1,29.47,90000.0,1,21.42,0,25.0,2004,4,11,5,46680,44111,0,1,34.0,0,0,2,4,5.0,5,0.0,0,1,4500,7,3,2,0,100.0,0,1,0,6100,36,23.88,238.94,4,1,0,1,0,5615.58,939.57,484.42,455.15,0.0
5.930306000217794,2,17000.0,1,27.68,78000.0,1,34.6,0,25.0,2002,1,17,12,96126,62706,0,0,34.0,0,0,8,2,1.0,12,0.0,0,1,22000,5,4,1,0,100.0,0,0,1,2250,36,15.05,78.06,2,2,0,0,0,1927.12,453.42,322.88,130.54,0.0
10.0,2,37000.0,1,4.25,90000.0,1,21.42,0,25.0,2005,0,12,7,19900,4154,0,0,34.0,0,0,0,2,16.0,7,0.0,0,1,12600,12,7,2,0,100.0,0,0,0,10000,36,6.72,307.5,0,1,0,0,0,8985.52,1226.27,1014.48,211.79,0.0
1.0,2,45000.0,2,16.97,90000.0,1,21.42,0,25.0,2014,3,11,8,56393,20877,0,0,34.0,0,0,1,9,5.0,8,0.0,0,6,42200,8,6,6,0,100.0,0,0,0,25000,36,21.45,947.67,3,1,0,1,0,22942.47,3731.1,2057.53,1673.57,0.0
10.0,0,40000.0,0,19.44,90000.0,1,21.42,0,25.0,2000,1,26,13,38688,17445,0,1,34.0,0,148,2,10,5.0,13,0.0,0,2,11800,18,11,8,1,100.0,0,1,0,16000,60,25.82,477.35,4,1,1,0,0,0.0,16047.96893,16000.0,47.97,0.0
2.0,1,182000.0,1,6.06,90000.0,1,21.42,1,10.0,2005,2,27,9,56000,34611,0,0,49.0,0,0,0,0,1.0,9,0.0,0,4,51200,23,9,5,0,85.2,0,0,0,32000,60,14.08,745.92,2,2,0,0,0,29785.98,4165.75,2214.02,1951.73,0.0
3.0,1,51000.0,0,17.25,90000.0,1,21.42,0,25.0,1994,1,12,8,52441,38608,0,1,34.0,0,0,2,7,6.0,8,0.0,0,4,20300,8,6,4,1,100.0,0,1,0,12000,36,15.05,416.28,2,1,1,0,0,0.0,12006.525,12000.0,6.53,0.0
10.0,1,45000.0,1,23.33,90000.0,1,21.42,0,25.0,1997,0,38,19,85062,27762,0,0,34.0,0,0,1,5,14.0,19,0.0,0,4,31900,30,17,14,0,100.0,0,0,0,10000,36,9.44,320.05,1,2,0,0,0,9023.01,1274.96,976.99,297.97,0.0
2.0,0,31200.0,0,33.19,90000.0,1,21.42,0,53.0,2007,2,18,9,40580,30433,0,0,53.0,0,0,3,4,7.0,9,0.0,0,3,3700,8,6,5,0,58.8,0,0,0,2200,36,17.09,78.54,3,1,0,1,0,2007.09,304.76,192.91,111.85,0.0
1.0,1,27278.0,1,19.93,90000.0,1,21.42,0,25.0,2006,1,13,9,33085,21669,0,0,34.0,0,0,5,3,6.0,9,0.0,0,3,6300,5,4,4,0,100.0,0,0,0,4800,36,16.01,168.78,2,0,0,1,0,4481.56,512.75,318.44,194.31,0.0
10.0,0,75000.0,2,15.31,90000.0,1,21.42,0,25.0,2001,2,32,23,88855,28400,0,1,34.0,0,0,1,4,4.0,23,0.0,0,1,15400,24,22,2,2,100.0,0,1,0,35000,60,10.9,759.25,1,0,0,0,0,33663.94,2235.36,1336.06,899.3,0.0
5.0,1,100000.0,1,22.88,90000.0,1,21.42,0,49.0,1991,2,19,9,96081,49906,0,0,49.0,0,0,3,2,7.0,9,0.0,0,3,26000,11,6,6,0,89.5,0,0,0,35000,36,12.62,1172.9,2,2,0,0,0,30890.38,5839.96,4109.62,1730.34,0.0
5.930306000217794,2,42000.0,0,14.4,90000.0,1,21.42,0,25.0,2004,2,5,3,18785,15755,0,0,34.0,0,0,1,1,9.0,3,0.0,0,2,6000,2,2,2,0,100.0,0,0,0,10000,60,21.45,273.08,3,1,0,0,0,9612.44,1080.4,387.56,692.84,0.0
10.0,0,66000.0,2,6.11,121000.0,1,9.63,0,25.0,2006,3,6,4,246436,13900,0,0,34.0,0,0,1,3,5.0,4,0.0,0,1,4300,3,2,1,1,100.0,0,0,1,2400,36,10.41,77.91,1,0,0,0,0,2227.24,230.95,172.76,58.19,0.0
2.0,1,89000.0,1,18.65,90000.0,1,21.42,0,24.0,2001,0,20,10,114770,52475,0,0,24.0,0,0,3,4,14.0,10,0.0,0,4,46100,8,7,5,3,95.0,0,0,0,19600,36,5.32,590.25,0,2,0,0,0,17060.8,2945.46,2539.2,406.26,0.0
3.0,0,50000.0,0,27.08,90000.0,1,21.42,0,39.0,2005,2,20,11,288973,46068,0,1,39.0,0,0,3,7,7.0,11,0.0,0,1,17300,10,7,2,2,95.0,0,1,0,26000,60,21.85,715.88,3,0,0,0,0,25259.29,2084.52,740.71,1343.81,0.0
6.0,0,99000.0,1,11.73,90000.0,1,21.42,0,25.0,2005,3,22,12,53203,27819,0,1,34.0,0,0,2,3,2.0,12,0.0,0,8,27300,13,10,10,1,100.0,0,1,0,12000,60,18.06,305.12,3,2,0,0,0,11358.38,1495.5,641.62,853.88,0.0
0.0,1,150000.0,2,7.82,90000.0,1,21.42,0,25.0,2003,2,62,22,381481,93341,0,0,34.0,0,0,3,6,5.0,22,0.0,0,1,39900,28,18,3,3,100.0,0,0,0,13000,36,5.32,391.5,0,1,0,0,0,11655.63,1562.16,1344.37,217.79,0.0
3.0,1,57000.0,2,18.88,90000.0,1,21.42,0,24.0,2009,3,35,22,97124,68759,0,0,34.0,0,0,13,5,1.0,22,0.0,0,2,25700,12,9,4,0,97.1,0,0,0,11750,60,17.09,292.59,3,1,0,0,0,11238.19,1175.76,511.81,663.95,0.0
10.0,0,99000.0,2,20.78,90000.0,1,21.42,0,25.0,2000,1,28,13,415771,57617,0,0,34.0,0,0,4,2,1.0,13,0.0,0,4,20700,18,8,6,2,100.0,0,0,0,30000,60,9.93,636.38,1,0,0,0,0,28825.95,1974.27,1174.05,800.22,0.0
6.0,1,44000.0,2,19.42,90000.0,1,21.42,0,25.0,1998,1,12,6,63963,39654,0,0,34.0,0,0,3,2,11.0,6,0.0,0,1,15300,3,3,1,0,100.0,0,0,0,7000,36,6.08,213.21,0,1,0,0,1,6283.6,850.48,716.4,134.08,0.0
5.930306000217794,1,0.0,1,19.30819165998396,167250.0,1,14.92,2,18.0,2007,10,15,9,43354,34997,0,0,34.0,0,609,1,4,3.0,9,0.0,0,4,6200,8,8,5,0,86.7,0,0,1,20000,60,17.09,498.02,3,1,0,0,0,19128.86,1944.61,871.14,1073.47,0.0
4.0,1,97000.0,1,0.33,90000.0,1,21.42,0,62.0,2008,2,11,6,25854,11195,0,0,34.0,0,0,2,6,5.0,6,0.0,0,1,13000,8,3,1,0,81.8,0,0,0,35000,36,16.01,1230.67,2,0,0,0,0,32678.16,3629.75,2321.84,1307.91,0.0
10.0,0,30000.0,1,8.56,90000.0,1,21.42,0,25.0,1989,0,8,3,22300,10709,0,1,34.0,0,0,0,0,19.0,3,0.0,0,3,22300,4,3,3,0,100.0,0,1,0,10000,60,13.59,230.57,2,1,0,0,0,9522.69,914.73,477.31,437.42,0.0
5.930306000217794,2,50000.0,2,14.16,90000.0,1,21.42,0,25.0,2002,2,13,5,55089,29320,0,0,34.0,0,0,1,3,1.0,5,0.0,0,2,29300,7,4,4,1,100.0,0,0,0,20000,36,9.92,644.6,1,0,0,0,0,18550.28,1922.78,1449.72,473.06,0.0
5.0,0,115000.0,2,12.89,90000.0,1,21.42,0,26.0,1986,2,32,12,527790,88149,0,0,26.0,0,0,9,2,4.0,12,0.0,0,0,0,7,2,0,1,64.5,0,0,0,40000,60,15.04,952.44,2,0,0,0,0,38629.65,2823.9,1370.35,1453.55,0.0
2.0,0,80000.0,1,9.92,90000.0,1,21.42,0,45.0,2003,3,29,11,322553,20241,0,0,45.0,0,0,1,9,4.0,11,0.0,0,3,25100,17,9,5,7,92.9,0,0,0,12000,36,6.71,368.94,0,0,0,0,1,11089.41,1102.35,910.59,191.76,0.0
0.0,1,15000.0,2,7.2,56000.0,2,31.97,0,25.0,2014,0,4,4,13800,13570,0,0,34.0,0,0,1,1,1.0,4,0.0,0,2,800,3,3,3,0,100.0,0,0,1,16000,36,17.47,574.2,3,0,0,0,0,14961.22,1753.66,1038.78,714.88,0.0
7.0,0,60000.0,2,27.06,90000.0,1,21.42,0,77.0,2004,2,23,13,94036,44347,0,1,34.0,0,0,3,4,11.0,13,0.0,0,3,17400,16,10,5,0,95.7,0,1,0,10000,36,11.99,332.1,1,2,0,0,0,8815.65,1703.8,1184.35,519.45,0.0
0.0,1,50000.0,2,13.3,90000.0,1,21.42,4,12.0,2008,1,21,13,31300,15584,0,0,66.0,0,0,3,1,8.0,13,0.0,0,5,16100,15,10,6,0,68.4,0,0,0,10000,36,13.59,339.79,2,1,0,0,0,9078.33,1351.61,921.67,429.94,0.0
9.0,0,91000.0,1,24.99,90000.0,1,21.42,0,25.0,2002,9,44,23,307277,105205,0,0,34.0,0,0,6,8,1.0,23,0.0,0,5,60500,24,16,7,1,100.0,0,0,0,15000,36,7.35,465.57,0,2,0,0,0,12832.7,2593.88,2167.3,426.58,0.0
10.0,0,75000.0,2,0.54,90000.0,1,21.42,0,32.0,2006,4,17,7,253569,42,0,0,42.0,0,200,0,6,2.0,7,0.0,0,3,35100,8,6,3,1,70.6,0,0,0,24000,60,10.42,514.91,1,2,0,0,0,22440.6,2539.82,1559.4,980.42,0.0
10.0,0,182000.0,2,16.72,90000.0,1,21.42,0,25.0,2003,0,14,7,604303,78003,0,0,51.0,0,0,3,1,14.0,7,0.0,0,2,25500,6,3,2,2,84.6,0,0,0,40000,36,7.97,1252.91,0,1,0,0,0,36011.51,4976.22,3988.49,987.73,0.0
5.930306000217794,0,65000.0,1,10.62,90000.0,1,21.42,0,29.0,1998,1,28,13,168410,25122,0,0,34.0,0,0,0,1,6.0,13,0.0,0,4,59500,21,12,5,3,92.6,0,0,0,25000,60,9.92,530.2,1,0,0,0,0,24350.26,1046.62,649.74,396.88,0.0
4.0,0,121500.0,0,39.34,168300.0,0,37.73,0,25.0,1998,0,15,13,249000,145985,0,0,34.0,0,0,3,3,1.0,13,0.0,0,4,50400,11,10,7,1,100.0,0,0,1,32175,36,12.61,1078.07,2,0,0,0,0,29931.7,3189.13,2243.3,945.83,0.0
4.0,0,170000.0,1,14.23,90000.0,1,21.42,0,25.0,1997,1,36,16,296303,95665,0,0,34.0,0,0,4,9,12.0,16,0.0,0,5,34600,15,11,7,1,100.0,0,0,0,25000,60,9.93,530.32,1,2,0,0,0,23355.79,2624.02,1644.21,979.81,0.0
2.0,1,70000.0,1,21.79,90000.0,1,21.42,0,25.0,2004,1,17,8,216901,32432,0,0,34.0,0,0,2,0,0.0,8,0.0,0,3,16500,6,5,4,3,100.0,0,0,0,24000,60,14.07,559.31,2,0,0,0,0,23156.46,1640.41,843.54,796.87,0.0
5.0,2,60000.0,2,5.96,90000.0,1,21.42,0,32.0,1994,0,12,5,13217,9799,0,0,32.0,0,0,1,4,17.0,5,0.0,0,2,6000,5,4,4,0,75.0,0,0,0,15000,60,14.08,349.65,2,1,0,0,0,14293.08,1386.87,706.92,679.95,0.0
1.0,0,100000.0,2,22.49,90000.0,1,21.42,0,45.0,1996,2,39,12,220075,98692,0,0,34.0,0,0,3,6,7.0,12,0.0,0,1,36000,13,8,1,3,92.1,0,0,0,36000,60,12.62,812.13,2,2,0,0,0,33786.28,4035.41,2213.72,1821.69,0.0
10.0,1,68000.0,2,17.28,90000.0,1,21.42,0,25.0,2013,3,38,31,205036,37791,0,0,34.0,0,0,1,18,4.0,31,0.0,0,29,180850,36,30,13,0,100.0,0,0,0,20000,60,16.02,486.58,2,2,0,0,0,18872.39,2388.4,1127.61,1260.79,0.0
10.0,0,65000.0,1,29.38,156000.0,1,19.34,0,25.0,2000,7,26,15,287820,72529,0,0,34.0,0,15231,3,7,0.0,15,0.0,0,4,26800,14,11,6,3,92.3,0,0,1,30000,60,14.07,699.14,2,1,0,0,0,28945.56,2073.97,1054.44,1019.53,0.0
0.0,0,42500.0,2,24.57,90000.0,1,21.42,0,25.0,2007,2,21,7,123232,57581,0,0,34.0,0,0,2,4,6.0,7,0.0,0,2,3000,14,4,4,2,100.0,0,0,0,11000,36,18.06,398.01,3,1,0,1,0,1660.07,9814.99,9339.93,475.06,0.0
2.0,1,52000.0,1,21.3,90000.0,1,21.42,0,75.0,2007,1,19,9,73249,34442,0,0,34.0,0,0,1,5,11.0,9,0.0,0,3,26200,11,7,4,0,94.7,0,0,0,15000,60,14.08,349.65,2,2,0,0,0,14111.13,1736.52,888.87,847.65,0.0
2.0,1,68250.0,2,8.63,90000.0,1,21.42,0,70.0,1999,0,39,14,98559,90416,0,0,70.0,0,336,7,1,17.0,14,0.0,0,5,22200,9,7,5,1,100.0,0,0,0,13500,60,16.02,328.44,2,1,0,0,0,12895.16,1289.73,604.84,684.89,0.0
3.0,0,55000.0,2,8.66,90000.0,1,21.42,0,25.0,2014,0,8,6,122838,16537,0,0,34.0,0,0,1,3,1.0,6,0.0,0,1,7000,4,4,1,3,100.0,0,0,0,10000,60,11.99,222.4,1,2,0,0,0,9375.22,1105.34,624.78,480.56,0.0
10.0,2,85000.0,1,26.49,90000.0,1,21.42,0,25.0,1995,0,28,20,117100,53291,0,0,34.0,0,0,1,4,1.0,20,0.0,0,9,70400,24,19,10,1,100.0,0,0,0,25000,36,6.72,768.74,0,1,1,0,0,0.0,25477.71419,25000.0,477.71,0.0
10.0,0,318000.0,2,8.37,90000.0,1,21.42,0,25.0,2002,9,8,7,125809,90942,0,1,34.0,0,0,4,3,7.0,7,0.0,0,2,7100,4,3,2,0,100.0,0,1,0,25000,60,19.03,648.93,3,2,1,0,0,0.0,26813.83503,25000.0,1813.84,0.0
7.0,2,95000.0,2,11.33,90000.0,1,21.42,0,25.0,2008,0,9,7,77389,46601,0,0,34.0,0,138,1,3,1.0,7,0.0,0,2,37800,7,6,2,0,100.0,0,0,0,28000,36,6.71,860.86,0,0,0,0,0,25875.28,2572.14,2124.72,447.42,0.0
2.0,1,71000.0,1,15.48,90000.0,1,21.42,0,25.0,2005,0,19,10,71270,39261,0,0,34.0,0,0,6,2,1.0,10,0.0,0,3,24400,5,4,3,0,100.0,0,0,0,10000,36,6.07,304.54,0,0,0,1,0,9234.27,920.37,765.73,154.64,0.0
3.0,0,41200.0,2,16.95,90000.0,1,21.42,0,55.0,2006,0,20,9,191066,47940,0,0,55.0,0,0,4,8,14.0,9,0.0,0,2,12000,8,4,2,1,85.0,0,0,0,10000,36,7.35,310.38,0,2,0,0,0,8488.64,1824.43,1511.36,313.07,0.0
